,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactual1,meanest,actual
3049,CLX,31/03/2015,2015,2,1905,1744,0.74,1345,130.969,104.21,0.95,277,-57,281,0.97,1.09,1.08
3050,CLX,30/06/2015,2015,3,1495,1300,0.74,1401,131.014,110.39,1.3,495,-80,-348,1.08,1.37,1.44
3051,CLX,30/09/2015,2015,4,1429,1405,0.74,1557,128.614,104.02,1.46,874,-106,-696,1.44,1.18,1.32
3052,CLX,31/12/2015,2016,1,1410,1351,0.77,1390,128.788,115.53,1.31,147,-16,-120,1.32,1.04,1.14
3053,CLX,31/03/2016,2016,2,1490,1358,0.77,1345,129.357,126.83,1.13,185,-56,-104,1.14,1.1,1.21
3054,CLX,30/06/2016,2016,3,1590,1387,0.77,1426,129.297,126.06,1.23,447,-101,-301,1.21,1.28,1.3
3055,CLX,30/09/2016,2016,4,1485,1558,0.77,1600,129.355,138.39,1.26,778,-430,-316,1.3,1.42,1.32
3073,KO,31/03/2000,1999,4,6480,9856,0.32,4931,2471.575,58.25,-0.02,3883,-3421,-471,0.155,0.11,0.11
3074,KO,30/06/2000,2000,1,7425,11127,0,4256,2473.888,46.9375,-0.02,169,-395,1074,0.11,0.21,0.22
3075,KO,30/09/2000,2000,2,8110,11837,0.17,5487,2476.51,57.4375,0.37,1231,-919,955,0.22,0.2,0.21
3076,KO,31/12/2000,2000,3,7999,11091,0.17,5413,2479.393,55.125,0.43,2579,-936,-223,0.21,0.19,0.19
3077,KO,31/03/2001,2000,4,6620,9321,0.34,4733,2484.762,60.9375,0.1,3585,-1165,-2072,0.19,0.17,0.175
3078,KO,30/06/2001,2001,1,7763,9491,0,3959,2487.017,45.16,0.35,717,-399,471,0.175,0.22,0.225
3079,KO,30/09/2001,2001,2,8044,9170,0.18,4653,2487.49,45,0.45,2095,-595,-671,0.225,0.2,0.225
3080,KO,31/12/2001,2001,3,7665,8768,0.18,4695,2486.907,46.85,0.43,3053,-840,-1526,0.225,0.18,0.185
3081,KO,31/03/2002,2001,4,7171,8429,0.36,4238,2486.227,47.15,0.37,4110,-1188,-2830,0.185,0.19,0.185
3082,KO,30/06/2002,2002,1,7749,8397,0,4079,2483.577,52.26,-0.08,961,-329,-219,0.185,0.26,0.26
3083,KO,30/09/2002,2002,2,8550,8863,0.2,5368,2483.009,56,0.49,2156,-586,-796,0.26,0.24,0.24
3084,KO,31/12/2002,2002,3,8248,8111,0.2,5322,2479.915,47.96,0.44,3405,-731,-1912,0.24,0.2,0.2
3085,KO,31/03/2003,2002,4,7352,7341,0.4,4795,2470.979,43.84,0.38,4742,-1187,-3327,0.2,0.19,0.185
3086,KO,30/06/2003,2003,1,8403,8651,0,4502,2463.292,40.48,0.34,599,-149,385,0.185,0.27,0.285
3087,KO,30/09/2003,2003,2,9225,9081,0.22,5695,2460.414,46.41,0.55,2130,-464,-636,0.285,0.26,0.275
3088,KO,31/12/2003,2003,3,9044,8591,0.22,5671,2451.386,42.96,0.5,4121,-806,-1862,0.275,0.22,0.23
3089,KO,31/03/2004,2003,4,8396,7886,0.44,5176,2441.532,50.75,0.38,5456,-936,-3601,0.23,0.22,0.23
3090,KO,30/06/2004,2004,1,9627,8968,0,5028,2433.274,50.3,0.46,1160,-219,-63,0.23,0.32,0.32
3091,KO,30/09/2004,2004,2,10512,10078,0.25,5914,2425.744,50.48,0.65,2956,-375,-914,0.32,0.23,0.25
3092,KO,31/12/2004,2004,3,10420,10213,0.25,5596,2416.18,40.05,0.39,4590,-627,-1977,0.25,0.2,0.23
3093,KO,31/03/2005,2004,4,12094,10971,0.5,5204,2409.339,41.64,0.5,5968,-503,-2261,0.23,0.22,0.235
3094,KO,30/06/2005,2005,1,12286,10636,0,5206,2408.973,41.67,0.42,1372,-159,-929,0.235,0.32,0.34
3095,KO,30/09/2005,2005,2,10593,8830,0.28,6310,2387.317,41.75,0.72,3534,-648,-4540,0.34,0.26,0.285
3096,KO,31/12/2005,2005,3,10520,8956,0.28,6037,2377.466,43.19,0.54,5280,-1217,-5642,0.285,0.22,0.23
3097,KO,31/03/2006,2005,4,10250,9836,0.56,5551,2369,40.31,0.36,6423,-1496,-6785,0.23,0.24,0.245
3098,KO,30/06/2006,2006,1,10110,10115,0,5226,2357,41.87,0.47,707,-503,-582,0.245,0.36,0.37
3099,KO,30/09/2006,2006,2,10053,9812,0.31,6476,2342,43.02,0.78,2762,-697,-2824,0.37,0.3,0.31
3100,KO,31/12/2006,2006,3,9360,9234,0.31,6454,2342,44.68,0.62,4634,-1542,-4441,0.31,0.25,0.26
3101,KO,31/03/2007,2006,4,8441,8890,0.62,5932,2318,48.25,0.29,5957,-1700,-6583,0.26,0.26,0.28
3102,KO,30/06/2007,2007,1,10487,11252,0,6103,2306,48,0.54,949,-795,1007,0.28,0.41,0.425
3103,KO,30/09/2007,2007,2,11912,15248,0.34,7733,2311,52.31,0.8,3295,-4046,2580,0.425,0.34,0.355
3104,KO,31/12/2007,2007,3,12095,15566,0.34,7690,2308,57.47,0.71,5457,-4612,1234,0.355,0.28,0.29
3105,KO,31/03/2008,2007,4,12105,13225,0.68,7331,2318,61.37,0.52,7150,-6719,973,0.29,0.31,0.335
3106,KO,30/06/2008,2008,1,14888,15588,0,7379,2320,60.87,0.64,1120,-557,1441,0.335,0.48,0.505
3107,KO,30/09/2008,2008,2,16089,16620,0.38,9046,2310,51.98,0.61,3218,-1234,383,0.505,0.39,0.415
3108,KO,31/12/2008,2008,3,16820,16587,0.38,8393,2312,52.88,0.81,5668,-1794,-176,0.415,0.31,0.32
3109,KO,31/03/2009,2008,4,12176,12988,0.76,7126,2312,45.27,0.43,7571,-2363,-3985,0.32,0.32,0.325
3110,KO,30/06/2009,2009,1,14714,13169,0,7169,2312,43.95,0.58,873,-599,1817,0.325,0.45,0.46
3111,KO,30/09/2009,2009,2,16372,13567,0.41,8267,2315,47.99,0.88,3662,-1164,142,0.46,0.41,0.41
3112,KO,31/12/2009,2009,3,16992,13410,0.41,8044,2314,53.7,0.81,6270,-1560,-884,0.41,0.33,0.33
3113,KO,31/03/2010,2009,4,17551,13721,0.82,7510,2303,57,0.66,8186,-4149,-2293,0.33,0.37,0.4
3114,KO,30/06/2010,2010,1,17208,13583,0,7525,2306,55,0.69,1326,-1368,-1043,0.4,0.51,0.53
3115,KO,30/09/2010,2010,2,18574,13934,0.44,8674,2307,50.12,1.02,4310,-1338,-1875,0.53,0.45,0.46
3116,KO,31/12/2010,2010,3,23105,17271,0.44,8426,2315,58.52,0.88,7224,-2713,-885,0.46,0.36,0.36
3117,KO,31/03/2011,2010,4,21579,18508,0.88,10494,2292,65.77,2.46,9532,-4405,-3465,0.36,0.43,0.43
3118,KO,30/06/2011,2011,1,23542,21923,0,10545,2287,66.34,0.82,458,-1047,986,0.43,0.58,0.585
3119,KO,30/09/2011,2011,2,26539,24194,0.47,12733,2293,67.29,1.2,3642,-2328,30,0.585,0.52,0.515
3120,KO,31/12/2011,2011,3,28191,25581,0.47,12246,2271,67.56,0.95,6800,-3414,1176,0.515,0.39,0.395
3121,KO,31/03/2012,2011,4,25497,24283,0.94,11041,2263,69.97,0.72,9474,-2524,-2234,0.395,0.44,0.445
3122,KO,30/06/2012,2012,1,28023,24846,0,11137,2257,74.01,0.89,493,-4883,1922,0.445,0.6,0.61
3123,KO,30/09/2012,2012,2,29325,26482,0.51,13085,2251,78.19,1.21,4178,-8560,1148,0.61,0.5,0.51
3124,KO,31/12/2012,2012,3,29712,27008,0.255,12340,4486,37.93,0.5,7840,-10399,-399,0.51,0.43,0.45
3125,KO,31/03/2013,2012,4,30328,27821,0.51,11455,4469,36.25,0.41,10645,-11404,-3347,0.45,0.45,0.46
3126,KO,30/06/2013,2013,1,31519,31102,0,11035,4448,40.44,0.39,478,-1218,1435,0.46,0.64,0.63
3127,KO,30/09/2013,2013,2,32572,32469,0.28,12749,4434,40.11,0.59,3956,-2708,136,0.63,0.54,0.53
3128,KO,31/12/2013,2013,3,31576,33042,0.28,12030,4416,37.88,0.54,7712,-2983,-1383,0.53,0.46,0.46
3129,KO,31/03/2014,2013,4,31304,27811,0.56,11040,4402,41.31,0.38,10542,-4214,-3745,0.46,0.45,0.44
3130,KO,30/06/2014,2014,1,31052,30056,0,10576,4392,38.66,0.36,1066,-2213,205,0.44,0.63,0.64
3131,KO,30/09/2014,2014,2,33871,32629,0.305,12574,4385,42.36,0.58,4470,-3128,62,0.64,0.53,0.53
3132,KO,31/12/2014,2014,3,35452,32760,0.305,11976,4375,42.66,0.48,7979,-6558,-196,0.53,0.42,0.44
3133,KO,31/03/2015,2014,4,32986,32374,0.61,10872,4366,42.22,0.17,10615,-7506,-3631,0.44,0.42,0.48
3134,KO,30/06/2015,2015,1,32119,26123,0,10711,4360,40.55,0.35,1574,-812,-1177,0.48,0.6,0.63
3135,KO,30/09/2015,2015,2,32803,28852,0.33,12156,4349,39.23,0.71,5118,-3756,-1130,0.63,0.5,0.51
3136,KO,31/12/2015,2015,3,36594,31545,0.33,11427,4342,40.12,0.33,8390,-5413,-1178,0.51,0.37,0.38
3137,KO,31/03/2016,2015,4,33395,26930,0.66,10000,4324,42.96,0.28,10528,-6186,-5113,0.38,0.44,0.45
3138,KO,30/06/2016,2016,1,36510,30987,0,10282,4332,46.39,0.34,604,348,399,0.45,0.58,0.6
3139,KO,30/09/2016,2016,2,35873,29544,0.35,11539,4315,45.33,0.79,3820,-937,-783,0.6,0.48,0.49
3140,KO,31/12/2016,2016,3,37956,27792,0.35,10633,4313,42.32,0.24,6723,-1333,-1783,0.49,0.37,0.37
3141,KO,31/03/2017,2016,4,34010,26532,0.7,9409,4288,41.46,0.13,8796,-999,-6545,0.37,0.44,0.43
3157,CL,31/03/2000,1999,4,2354.8,2273.5,0.1575,2343.9,578.863,65,0.41,1292.7,-331.5,-940.1,0.205,0.19,0.19
3158,CL,30/06/2000,2000,1,2432.3,2293.7,0.1575,2241.8,576.648,56.375,0.38,333.6,8.2,-333.4,0.19,0.2,0.21
3159,CL,30/09/2000,2000,2,2399,2059.6,0.1575,2336.7,574.377,59.875,0.42,657.2,-102,-528,0.21,0.21,0.22
3160,CL,31/12/2000,2000,3,2360.6,1911,0.1575,2366.5,572.237,47.2,0.44,1081.8,-164.1,-900.2,0.22,0.23,0.23
3161,CL,31/03/2001,2000,4,2347.2,2244.1,0.1575,2412.9,566.656,64.55,0.46,1536.2,-208.6,-1316,0.23,0.21,0.22
3162,CL,30/06/2001,2001,1,2346.3,2370.8,0.1575,2212.2,564.055,55.26,0.44,344.2,-44.9,-275.5,0.22,0.24,0.235
3163,CL,30/09/2001,2001,2,2391.5,2080.6,0.1575,2238.7,554.999,58.99,0.47,621.9,-167.7,-406.3,0.235,0.25,0.245
3164,CL,31/12/2001,2001,3,2404.7,2155.9,0.18,2304.9,551.715,58.25,0.49,1097.8,-253.5,-759.6,0.245,0.26,0.26
3165,CL,31/03/2002,2001,4,2203.4,2123.5,0.18,2328.5,550.722,57.75,0.49,1599.6,-419.2,-1210.7,0.26,0.25,0.245
3166,CL,30/06/2002,2002,1,2294.1,2261.5,0.18,2195.2,547.124,57.15,0.49,324.1,-101.6,-209.1,0.245,0.27,0.275
3167,CL,30/09/2002,2002,2,2357.6,2167.7,0.18,2297,542.589,50.05,0.55,699.1,-193.4,-432,0.275,0.28,0.285
3168,CL,31/12/2002,2002,3,2233.5,2290.9,0.18,2381.7,538.263,53.95,0.57,1253.5,-277,-949,0.285,0.29,0.295
3169,CL,31/03/2003,2002,4,2228.1,2148.7,0.18,2420.4,536.002,52.43,0.59,1611.2,-357.2,-1260,0.295,0.27,0.28
3170,CL,30/06/2003,2003,1,2377.1,2340.9,0.18,2348.4,538.035,54.44,0.56,367.1,-62.7,-268,0.28,0.31,0.31
3171,CL,30/09/2003,2003,2,2443,2325.4,0.24,2458.6,538.017,57.95,0.62,730.3,-75.8,-605.6,0.31,0.32,0.315
3172,CL,31/12/2003,2003,3,2474.9,2419.3,0.24,2523.8,537.24,55.89,0.63,1279.7,-136.6,-1057.6,0.315,0.32,0.325
3173,CL,31/03/2004,2003,4,2496.5,2445.4,0.24,2572.6,533.697,50.05,0.65,1767.7,-117.6,-1557.2,0.325,0.29,0.295
3174,CL,30/06/2004,2004,1,2565,2542.8,0.24,2513.5,532.088,55.1,0.59,371.3,-34,-325.9,0.295,0.33,0.33
3175,CL,30/09/2004,2004,2,2834.9,2641,0.24,2571.7,531.058,58.45,0.66,644,-780,298.6,0.33,0.29,0.29
3176,CL,31/12/2004,2004,3,2815.9,2631.5,0.24,2695.7,530.285,45.18,0.58,1230.5,-911.2,-204.2,0.29,0.29,0.295
3177,CL,31/03/2005,2004,4,2739.9,2730.7,0.24,2803.3,526.625,51.16,0.5,1754.3,-1090.4,-611.1,0.295,0.31,0.305
3178,CL,30/06/2005,2005,1,2944.2,3090.8,0.24,2743,523.178,52.17,0.53,425,-62.9,-255.4,0.305,0.33,0.335
3179,CL,30/09/2005,2005,2,2929.4,2465.2,0.29,2837.5,519.426,49.91,0.62,728.4,-164.1,-472.8,0.335,0.33,0.335
3180,CL,31/12/2005,2005,3,2897.5,2758.4,0.29,2911.8,518.055,52.79,0.63,1305.4,-177,-1055.9,0.335,0.34,0.345
3181,CL,31/03/2006,2005,4,2757.1,2743,0.29,2904.6,516.171,54.85,0.65,1784.4,-220.7,-1524.4,0.345,0.33,0.34
3182,CL,30/06/2006,2006,1,2949.7,2663.3,0.29,2870.6,514.667,57.1,0.59,382.5,-55.5,-287.5,0.34,0.36,0.36
3183,CL,30/09/2006,2006,2,3119.6,2660.2,0.32,3014.3,516.42,59.9,0.51,695.9,-252,-353.6,0.36,0.36,0.365
3184,CL,31/12/2006,2006,3,3255.3,2860.9,0.32,3143.7,514.32,62.1,0.63,1369.9,-470.3,-734.8,0.365,0.38,0.39
3185,CL,31/03/2007,2006,4,3301,3469.1,0.32,3209.1,512.659,65.24,0.73,1821.5,-620.4,-1059,0.39,0.39,0.385
3186,CL,30/06/2007,2007,1,3492.7,3818.9,0.32,3216,511.492,66.79,0.89,487.9,-19.5,-483.8,0.385,0.42,0.42
3187,CL,30/09/2007,2007,2,3703.9,3455.7,0.36,3405.4,509.946,64.85,0.76,899,-131.2,-716.8,0.42,0.42,0.43
3188,CL,31/12/2007,2007,3,3935.8,3785.1,0.36,3528.2,509.762,71.32,0.77,1638.7,-303.6,-1208.8,0.43,0.45,0.455
3189,CL,31/03/2008,2007,4,3618.5,3162.7,0.36,3642.2,509.035,77.96,0.77,2203.7,-528.3,-1754.4,0.455,0.44,0.45
3190,CL,30/06/2008,2008,1,4088.2,3611.2,0.36,3713,507.809,77.91,0.86,569.9,-63.9,-299.5,0.45,0.47,0.49
3191,CL,30/09/2008,2008,2,4257.2,3320.3,0.4,3964.8,505.732,69.1,0.92,1028.9,-171,-665,0.49,0.49,0.495
3192,CL,31/12/2008,2008,3,4087.2,3255.8,0.4,3988.2,504.715,75.35,0.94,1757,-341,-1193.1,0.495,0.49,0.5
3193,CL,31/03/2009,2008,4,3710,2953.3,0.4,3664,501.413,68.54,0.94,2238.3,-613.4,-1465.9,0.5,0.48,0.485
3194,CL,30/06/2009,2009,1,3816.9,3056.1,0.4,3502.8,499.565,58.98,0.97,690.2,-81.6,-455.1,0.485,0.52,0.535
3195,CL,30/09/2009,2009,2,4217.8,3240.2,0.44,3745,498.427,70.74,1.07,1210.7,-216.7,-664.8,0.535,0.55,0.56
3196,CL,31/12/2009,2009,3,4204,3591,0.44,3998.2,497.191,76.28,1.12,2375,-484,-1620,0.56,0.59,0.605
3197,CL,31/03/2010,2009,4,3810,3599,0.44,4081,494.165,82.15,1.21,3277,-841,-2270,0.605,0.58,0.605
3198,CL,30/06/2010,2010,1,3931,3818,0.44,3829,490.453,85.26,0.69,733,-87,-677,0.605,0.58,0.585
3199,CL,30/09/2010,2010,2,3811,2955,0.53,3814,485.999,78.76,1.17,1302,-215,-1114,0.585,0.59,0.605
3200,CL,31/12/2010,2010,3,4091,3176,0.53,3943,482.684,76.86,1.21,2243,-438,-1745,0.605,0.62,0.62
3201,CL,31/03/2011,2010,4,3730,3728,0.53,3978,494.85,80.37,1.24,3211,-658,-2624,0.62,0.58,0.58
3202,CL,30/06/2011,2011,1,4274,4282,0.53,3994,488.894,80.76,1.16,680,-71,-417,0.58,0.63,0.63
3203,CL,30/09/2011,2011,2,4470,4249,0.58,4185,486.496,87.41,1.26,1154,-1111,199,0.63,0.65,0.655
3204,CL,31/12/2011,2011,3,4443,4317,0.58,4383,483.999,88.68,1.31,2057,-998,-566,0.655,0.65,0.65
3205,CL,31/03/2012,2011,4,4402,3716,0.58,4172,480.018,92.39,1.21,2896,-1213,-1242,0.65,0.62,0.62
3206,CL,30/06/2012,2012,1,4849,4107,0.58,4200,477.247,97.78,1.23,662,-41,-465,0.62,0.67,0.665
3207,CL,30/09/2012,2012,2,4835,3566,0.62,4267,474.17,104.1,1.3,1193,-321,-730,0.665,0.69,0.69
3208,CL,31/12/2012,2012,3,4761,3700,0.62,4332,472.482,107.22,1.36,2133,-624,-1458,0.69,0.7,0.705
3209,CL,31/03/2013,2012,4,4556,3736,0.62,4286,467.864,104.54,1.26,3196,-865,-2301,0.705,0.66,0.66
3210,CL,30/06/2013,2013,1,4828,4091,0.62,4315,466.369,118.03,0.97,777,-232,-462,0.66,0.7,0.7
3211,CL,30/09/2013,2013,2,4867,4444,0.34,4346,927.677,57.29,0.6,1325,-398,-846,0.7,0.73,0.73
3212,CL,31/12/2013,2013,3,4600,4491,0.34,4398,925.209,59.3,0.7,2365,-628,-1810,0.73,0.74,0.75
3213,CL,31/03/2014,2013,4,4822,4470,0.34,4361,919.947,65.21,0.6,3204,-890,-2142,0.75,0.68,0.68
3214,CL,30/06/2014,2014,1,5677,4702,0.34,4325,915.386,64.87,0.42,820,-249,303,0.68,0.73,0.73
3215,CL,30/09/2014,2014,2,5174,4061,0.36,4352,913.31,68.18,0.67,1389,-314,-830,0.73,0.76,0.76
3216,CL,31/12/2014,2014,3,5181,4412,0.36,4379,911.398,65.22,0.59,2392,-455,-1437,0.76,0.75,0.76
3217,CL,31/03/2015,2014,4,4863,3946,0.36,4221,906.712,69.19,0.68,3298,-859,-2170,0.76,0.66,0.66
3218,CL,30/06/2015,2015,1,4700,4323,0.36,4070,904.57,69.34,0.59,727,-257,-641,0.66,0.7,0.7
3219,CL,30/09/2015,2015,2,4988,4206,0.38,4066,900.132,65.41,0.63,1223,-438,-756,0.7,0.72,0.72
3220,CL,31/12/2015,2015,3,5089,3937,0.38,3999,896.922,63.46,0.8,2108,-344,-1326,0.72,0.72,0.73
3221,CL,31/03/2016,2015,4,4384,3534,0.38,3899,892.738,66.62,-0.51,2949,-685,-2276,0.73,0.63,0.63
3222,CL,30/06/2016,2016,1,4490,4463,0.38,3762,893.018,70.65,0.59,614,-144,-441,0.63,0.69,0.7
3223,CL,30/09/2016,2016,2,4614,4671,0.39,3845,891.493,73.2,0.67,1320,-340,-867,0.7,0.73,0.73
3224,CL,31/12/2016,2016,3,4764,4655,0.39,3867,888.843,74.14,0.78,2317,-445,-1547,0.73,0.75,0.75
3225,CL,31/03/2017,2016,4,4338,3305,0.39,3721,883.109,65.44,0.68,3141,-499,-2233,0.75,0.66,0.67
3241,AON,31/03/2010,2009,4,13989,12640,0.15,2073,266.3,38.34,0.69,375,-139,-617,0.96,0.81,0.83
3242,AON,30/06/2010,2010,1,14268,12776,0.15,1904,269.5,42.71,0.63,464,-323,17,0.83,0.75,0.81
3243,AON,30/09/2010,2010,2,15497,14138,0.15,1898,269.7,37.12,0.54,872,-776,-103,0.81,0.67,0.61
3244,AON,31/12/2010,2010,3,14612,11819,0.15,1801,270.9,39.11,0.51,773,-2288,1599,0.61,0.82,0.84
3245,AON,31/03/2011,2010,4,14519,12949,0.15,2909,332.3,46.01,0.67,787,-2558,1838,0.84,0.81,0.8
3246,AON,30/06/2011,2011,1,15211,13259,0.15,2759,330.5,52.96,0.71,582,-257,34,0.8,0.83,0.83
3247,AON,30/09/2011,2011,2,15931,13987,0.15,2811,326.7,51.3,0.75,1161,-562,-632,0.83,0.73,0.69
3248,AON,31/12/2011,2011,3,14500,12765,0.15,2723,323.3,41.98,0.59,1413,-619,-809,0.69,0.97,0.97
3249,AON,31/03/2012,2011,4,15505,13760,0.15,2994,324.8,46.8,0.82,1018,-186,-896,0.97,1.06,0.98
3250,AON,30/06/2012,2012,1,16207,14252,0.15,2841,326.4,49.06,0.71,-15,222,-166,0.98,1.01,1.02
3251,AON,30/09/2012,2012,2,17056,15200,0.1575,2821,322.407,46.78,0.73,269,93,-366,1.02,0.89,0.95
3252,AON,31/12/2012,2012,3,15702,13954,0.1575,2737,318.667,52.29,0.62,867,-68,-796,0.95,1.26,1.27
3253,AON,31/03/2013,2012,4,16382,15350,0.1575,3115,310.9,55.61,0.93,1419,177,-1586,1.27,1.1,1.11
3254,AON,30/06/2013,2013,1,16257,15261,0.1575,2915,309.126,61.5,0.82,54,-62,120,1.11,1.11,1.11
3255,AON,30/09/2013,2013,2,16393,15195,0.175,2897,307.461,64.35,0.76,387,-98,-272,1.11,1.04,1.13
3256,AON,31/12/2013,2013,3,15574,15191,0.175,2794,301.048,74.44,0.82,984,-139,-719,1.13,1.5,1.54
3257,AON,31/03/2014,2013,4,16330,15411,0.175,3209,300.7,83.89,1.14,1633,-339,-1016,1.54,1.17,1.28
3258,AON,30/06/2014,2014,1,16173,15581,0.175,2947,296.483,84.28,1.06,-11,156,-260,1.28,1.2,1.25
3259,AON,30/09/2014,2014,2,17711,16040,0.25,2919,290.453,90.09,1.01,333,54,-449,1.25,1.12,1.29
3260,AON,31/12/2014,2014,3,14755,13856,0.25,2880,285.137,87.67,1.04,883,-262,-703,1.29,1.86,1.89
3261,AON,31/03/2015,2014,4,15823,15014,0.25,3299,280,94.83,1.56,1642,-545,-1133,1.89,1.29,1.37
3262,AON,30/06/2015,2015,1,14999,14116,0.25,2847,281.7,96.12,1.14,136,2,-95,1.37,1.3,1.31
3263,AON,30/09/2015,2015,2,15655,14839,0.3,2805,279.8,99.68,0.62,365,-201,-128,1.31,1.24,1.24
3264,AON,31/12/2015,2015,3,13920,13541,0.3,2742,273.9,88.61,1.04,1075,-186,-710,1.24,2.09,2.27
3265,AON,31/03/2016,2015,4,13972,13086,0.3,3288,269.8,92.21,2.09,2009,-138,-1689,2.27,1.33,1.35
3266,AON,30/06/2016,2016,1,14041,12793,0.3,2276,264.8,104.45,1.19,273,-199,-4,1.35,1.39,1.39
3267,AON,30/09/2016,2016,2,13801,12697,0.33,2282,265.8,109.23,1.11,764,-84,-644,1.39,1.27,1.29
3268,AON,31/12/2016,2016,3,12471,11366,0.33,2201,263.5,112.49,1.18,1475,-371,-1015,1.29,2.49,2.56
3269,AON,31/03/2017,2016,4,13146,12495,0.33,2650,262,111.53,1.68,2326,-954,-1286,2.56,1.28,1.45
3285,CMCSA,30/06/2003,2003,1,6488,10246,0,4466,2248.883,28.59,-0.13,800,1638,-2195,-0.0433,-0.01,-0.0033
3286,CMCSA,30/09/2003,2003,2,5893,9540,0,4594,2250.431,30.18,-0.01,1994,1249,-2700,-0.0033,0,-0.0233
3287,CMCSA,31/12/2003,2003,3,7614,10115,0,4546,2241.488,30.82,1.41,2519,4522,-4301,-0.0233,0.01,0.0567
3288,CMCSA,31/03/2004,2003,4,5403,9654,0,4742,2251.408,32.79,0.17,2854,5239,-7048,0.0567,0.02,0.01
3289,CMCSA,30/06/2004,2004,1,5260,9292,0,4908,2242.437,28.76,0.03,774,-1198,-251,0.01,0.03,0.04
3290,CMCSA,30/09/2004,2004,2,4418,8631,0,5066,2234.839,28.1,0.12,2633,-2565,-1024,0.04,0.04,0.0333
3291,CMCSA,31/12/2004,2004,3,4382,8917,0,5098,2219.892,28.24,0.1,4435,-3390,-1878,0.0333,0.04,0.0633
3292,CMCSA,31/03/2005,2004,4,3535,8635,0,5235,2212.069,33.28,0.19,5930,-4512,-2516,0.0633,0.04,0.0467
3293,CMCSA,30/06/2005,2005,1,2930,8796,0,5363,2205.469,33.78,0.06,1332,-1013,-135,0.0467,0.05,0.0633
3294,CMCSA,30/09/2005,2005,2,3784,9199,0,5012,2187.476,30.67,0.19,2517,-2332,698,0.0633,0.05,0.0333
3295,CMCSA,31/12/2005,2005,3,2363,7162,0,5284,2162.056,29.38,0.1,3940,-3016,-797,0.0333,0.05,0.02
3296,CMCSA,31/03/2006,2005,4,2594,6269,0,5416,2138.62,25.92,0.06,4922,-3748,-933,0.02,0.05,0.0733
3297,CMCSA,30/06/2006,2006,1,3998,5700,0,5595,2112.857,26.16,0.22,1722,-800,78,0.0733,0.07,0.0733
3298,CMCSA,30/09/2006,2006,2,3540,5764,0,5908,2092.795,32.74,0.22,3243,-2319,-644,0.0733,0.06,0.0867
3299,CMCSA,31/12/2006,2006,3,5481,6176,0,6432,2081.147,36.9,0.58,5132,-5057,2006,0.0867,0.08,0.07
3300,CMCSA,31/03/2007,2006,4,5202,7440,0,7031,2082.833,42.33,0.18,6618,-9872,3546,0.07,0.08,0.085
3301,CMCSA,30/06/2007,2007,1,4255,7374,0,7388,3112.045,25.95,0.26,1965,-1188,-979,0.085,0.09,0.095
3302,CMCSA,30/09/2007,2007,2,3542,6839,0,7712,3090.609,28.12,0.19,4390,-3205,-1596,0.095,0.09,0.09
3303,CMCSA,31/12/2007,2007,3,5397,6704,0,7781,3073.171,24.18,0.18,6108,-5082,684,0.09,0.09,0.1
3304,CMCSA,31/03/2008,2007,4,3667,7952,0,8014,3011.035,18.26,0.2,8792,-8752,-316,0.1,0.09,0.095
3305,CMCSA,30/06/2008,2008,1,3104,7403,0,8389,2960.927,19.34,0.24,2259,-1543,-1044,0.095,0.11,0.105
3306,CMCSA,30/09/2008,2008,2,4647,8089,0.0625,8553,2918.173,18.97,0.21,4928,-3045,-1079,0.105,0.11,0.13
3307,CMCSA,31/12/2008,2008,3,5513,9259,0.0625,8549,2879.778,19.63,0.26,7373,-4730,-892,0.13,0.11,0.135
3308,CMCSA,31/03/2009,2008,4,3716,8939,0.0625,8765,2880.638,16.88,0.14,10231,-7477,-2522,0.135,0.12,0.135
3309,CMCSA,30/06/2009,2009,1,4250,8887,0.0625,8866,2883.375,13.64,0.27,2512,-1316,-512,0.135,0.13,0.165
3310,CMCSA,30/09/2009,2009,2,6537,10557,0.0675,8978,2869.795,14.46,0.33,5113,-2570,251,0.165,0.13,0.165
3311,CMCSA,31/12/2009,2009,3,3406,7092,0.0675,8845,2854.683,16.88,0.33,7725,-4001,-4057,0.165,0.14,0.165
3312,CMCSA,31/03/2010,2009,4,3223,7249,0.0675,9067,2837.573,16.86,0.33,10281,-5897,-4908,0.165,0.15,0.155
3313,CMCSA,30/06/2010,2010,1,5968,8615,0.0945,9202,2821.618,18.83,0.31,2903,-1256,1165,0.155,0.16,0.165
3314,CMCSA,30/09/2010,2010,2,6591,8690,0.0945,9525,2806.572,17.37,0.31,5332,-2555,580,0.165,0.15,0.16
3315,CMCSA,31/12/2010,2010,3,7172,8857,0.0945,9489,2790.113,18.08,0.31,7732,-3868,7,0.16,0.16,0.17
3316,CMCSA,31/03/2011,2010,4,8886,8234,0.0945,9721,2776.499,21.97,0.36,11179,-5711,-155,0.17,0.17,0.17
3317,CMCSA,30/06/2011,2011,1,7547,13747,0.0945,12128,2766.195,24.72,0.34,3468,-6887,-743,0.17,0.21,0.21
3318,CMCSA,30/09/2011,2011,2,8350,12697,0.1125,14333,2749.113,25.34,0.37,6956,-8286,-2657,0.21,0.2,0.165
