,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,meanest,actual
15272,JKHY,30/06/2019,2019,3,388.556,330.865,0.4,380.364,77.197,138.74,0.77,233.369,-148.027,-81.384,0.77,0.79
15273,JKHY,30/09/2019,2019,4,569.448,469.962,0.4,393.509,76.988,133.92,0.79,431.128,-190.635,-178.305,1.04,1.16
15274,JKHY,31/12/2019,2020,1,484.123,393.078,0.4,438.005,76.928,145.97,1.16,123.052,-75.425,-44.576,0.89,0.94
15275,JKHY,31/03/2020,2020,2,427.731,343.154,0.4,419.119,76.714,145.67,0.94,215.013,-125.395,-110.733,0.8,0.96
15276,JKHY,30/06/2020,2020,3,479.65,298.408,0.43,429.406,76.607,155.24,0.96,276.453,-153.4,-107.167,0.78,0.8
15277,JKHY,30/09/2020,2020,4,669.101,494.845,0.43,410.537,76.63,184.03,0.8,510.532,-197.906,-192.909,1.05,1.19
15278,JKHY,31/12/2020,2021,1,574.539,407.377,0.43,451.8,76.304,162.59,1.19,114.477,-31.188,-101.314,0.87,0.94
15346,MSFT,31/12/2016,2017,1,157909,58810,0.36,21928,7784,57.6,0.72,11549,-18470,14329,0.78,0.84
15347,MSFT,31/03/2017,2017,2,144949,70787,0.39,25826,7730,62.14,0.8,17842,-33221,17345,0.7,0.73
15348,MSFT,30/06/2017,2017,3,146313,52005,0.39,23212,7723,65.86,0.7,28502,-39412,11109,0.71,0.98
15349,MSFT,30/09/2017,2017,4,159851,64527,0.39,25605,7708,68.93,1.03,39507,-46781,8408,0.72,0.84
15350,MSFT,31/12/2017,2018,1,161031,51615,0.39,24538,7720,74.49,0.84,12440,-6904,-6341,0.86,0.96
15351,MSFT,31/03/2018,2018,2,167633,58099,0.42,28918,7705,85.54,-0.82,20315,-7235,-7893,0.85,0.95
15352,MSFT,30/06/2018,2018,3,156659,46133,0.42,26819,7690,91.27,0.95,32466,-3391,-27551,1.08,1.13
15353,MSFT,30/09/2018,2018,4,169662,58488,0.42,30085,7677,98.61,1.14,43884,-6061,-33590,0.96,1.14
15354,MSFT,31/12/2018,2019,1,164195,56277,0.42,29084,7680,114.37,1.14,13657,-2953,-7384,1.09,1.1
15355,MSFT,31/03/2019,2019,2,156874,50318,0.46,32471,7683,101.57,1.08,22557,-7153,-20600,1,1.14
15356,MSFT,30/06/2019,2019,3,159887,53861,0.46,30571,7666,117.94,1.14,36077,-8516,-28201,1.21,1.37
15357,MSFT,30/09/2019,2019,4,175552,69420,0.46,33717,7643,133.96,1.71,52185,-15773,-36887,1.24,1.38
15358,MSFT,31/12/2019,2020,1,165896,58118,0.46,33055,7634,139.03,1.38,13818,-1776,-10209,1.32,1.51
15359,MSFT,31/03/2020,2020,2,167074,59640,0.51,36906,7611,157.7,1.51,24498,-7812,-19124,1.29,1.4
15360,MSFT,30/06/2020,2020,3,170505,58707,0.51,35021,7590,157.71,1.4,42002,-7761,-33769,1.38,1.46
15361,MSFT,30/09/2020,2020,4,181915,72310,0.51,38033,7571,203.51,1.46,60675,-12223,-46031,1.54,1.82
15362,MSFT,31/12/2020,2021,1,177077,70056,0.51,37154,7564,210.33,1.82,19335,-5371,-10289,1.64,2.03
15434,ORCL,30/11/2017,2017,1,73335,20226,0.19,9104,4171,50.33,0.5,6566,-1818,-5441,0.68,0.7
15435,ORCL,28/02/2018,2017,2,78545,15494,0.19,9589,4143,49.06,0.52,7416,-7528,-503,0.72,0.83
15436,ORCL,31/05/2018,2017,3,77732,17968,0.19,9676,4093,50.67,-0.98,10726,-8785,-4523,0.94,0.99
15437,ORCL,31/08/2018,2017,4,75964,19195,0.19,11014,3997,46.72,0.79,15386,-5625,-9982,0.69,0.71
15438,ORCL,30/11/2018,2018,1,67009,19562,0.19,9193,3811,48.58,0.57,6722,3532,-13333,0.78,0.8
15439,ORCL,28/02/2019,2018,2,56938,20315,0.19,9562,3632,48.76,0.61,7268,5452,-23356,0.84,0.87
15440,ORCL,31/05/2019,2018,3,47617,17986,0.19,9614,3443,52.13,0.76,10129,18651,-35595,1.08,1.16
15441,ORCL,31/08/2019,2018,4,46386,18630,0.24,11137,3359,50.6,1.07,14551,26557,-42056,0.81,0.81
15442,ORCL,30/11/2019,2019,1,42384,18875,0.24,9218,3296,52.06,0.63,6000,12386,-7802,0.88,0.9
15443,ORCL,29/02/2020,2019,2,34540,14592,0.24,9614,3214,56.14,0.69,6513,13619,-16096,0.96,0.97
15444,ORCL,31/05/2020,2019,3,33442,15740,0.24,9797,3161,49.46,0.79,9525,14099,-20265,1.2,1.2
15445,ORCL,31/08/2020,2019,4,52140,17200,0.24,10439,3067,53.77,0.99,13139,9843,-6132,0.86,0.93
15446,ORCL,30/11/2020,2020,1,49939,18748,0.24,9367,3014,57.22,0.72,5953,-9655,-6493,1,1.06
15447,ORCL,28/02/2021,2020,2,46251,21347,0.24,9800,2952,57.72,0.8,7341,-5803,-11047,1.11,1.16
15461,COTY,31/12/2016,2017,1,2107.7,1882.9,0.275,1080.2,336.4,23.5,0,-15,-111.8,131.4,0.34,0.3
15462,COTY,31/03/2017,2017,2,3909.3,3137.8,0.125,2296.7,747,18.31,0.06,663.4,-342,299.2,0.13,0.15
15463,COTY,30/06/2017,2017,3,3746.2,3257.7,0.125,2032.1,747.6,18.13,-0.22,706.7,-1056.1,781.1,0.09,0
15464,COTY,30/09/2017,2017,4,3581.5,3803.6,0.125,2241.3,747.9,18.76,-0.41,757.5,-1163.6,595.2,0.07,0.1
15465,COTY,31/12/2017,2018,1,4249.5,3948.5,0.125,2238.3,749.4,16.53,-0.03,-8.9,-116,492.4,0.23,0.32
15466,COTY,31/03/2018,2018,2,3879.2,4155.8,0.125,2637.6,749.8,19.89,0.15,307.8,-494,33.2,0.13,0.13
15467,COTY,30/06/2018,2018,3,3910.6,3941.8,0.125,2222.7,750.5,18.3,-0.1,188.9,-580.7,290.9,0.13,0.14
15468,COTY,30/09/2018,2018,4,3651,4044,0.125,2299.4,750.7,14.1,-0.24,413.7,-687.6,69.3,0.08,0.11
15469,COTY,31/12/2018,2019,1,3740,3791.1,0.125,2031.3,750.8,12.56,-0.02,-81.9,-174.4,351.8,0.22,0.24
15470,COTY,31/03/2019,2019,2,3714.4,3865,0.125,2511.2,751.2,6.56,-1.28,237.7,-300.1,153.7,0.12,0.13
15471,COTY,30/06/2019,2019,3,3402.5,3578.8,0.125,1990.6,751.4,11.5,-0.02,451.4,-371,-16.7,0.16,0.16
15472,COTY,30/09/2019,2019,4,3272.7,3477.1,0.125,2115.4,754.2,13.4,-3.72,639.6,-454,-160.3,0.07,0.07
15473,COTY,31/12/2019,2020,1,3132.7,3237.4,0.125,1411.2,757,10.51,0.07,39.9,-60.8,36.7,0.24,0.27
15474,COTY,31/03/2020,2020,2,3023.3,3513.6,0.125,1683.7,760.5,11.25,-0.03,462,-119.4,-380.7,0.05,-0.08
15475,COTY,30/06/2020,2020,3,3673.1,3085.8,0.125,1062.5,763.1,5.16,-0.36,204.5,-772.8,1529.8,-0.13,-0.51
15476,COTY,30/09/2020,2020,4,6495,3585.7,0,560.4,765.1,4.47,-1.01,-50.9,-833.4,877.3,-0.05,0.11
15477,COTY,31/12/2020,2021,1,6976.2,3678,0,1124.1,765.7,2.7,0.24,42.6,-81.5,264.2,0.08,0.12
15546,IT,30/06/2017,2017,1,2175.695,1470.356,0,625.169,83.019,107.99,0.43,-29.605,-140.015,917.271,0.83,0.88
15547,IT,30/09/2017,2017,2,1759.974,2243.907,0,843.731,90.614,123.51,-1.03,82.718,-2663.969,2685.894,0.52,0.65
15548,IT,31/12/2017,2017,3,1812.283,2482.035,0,828.085,90.646,124.41,-0.53,232.267,-2710.428,2605.567,1.32,1.17
15549,IT,31/03/2018,2017,4,2588.608,2822.585,0,1014.509,90.823,123.15,1.16,254.517,-2745.574,2539.83,0.58,0.72
15550,IT,30/06/2018,2018,1,2310.662,3185.856,0,963.565,91.211,117.62,-0.22,2.724,-16.679,-329.083,0.96,1.03
15551,IT,30/09/2018,2018,2,1608.484,2513.804,0,1001.336,90.817,132.9,0.5,176.747,366.416,-947.253,0.63,0.85
15552,IT,31/12/2018,2018,3,1535.34,2343.596,0,921.674,90.893,158.5,0.13,426.011,440.223,-1213.556,1.25,1.2
15553,IT,31/03/2019,2018,4,1811.739,2620.935,0,1088.879,89.702,127.84,0.92,471.158,384.051,-1257.115,0.53,0.58
15554,IT,30/06/2019,2019,1,1716.013,2568.918,0,970.444,90.083,151.68,0.23,35.596,-22.355,-23.438,1.18,1.45
15555,IT,30/09/2019,2019,2,1691.104,2482.151,0,1070.882,90.137,160.94,1.13,263.078,-61.774,-142.128,0.43,0.7
15556,IT,31/12/2019,2019,3,1706.505,2527.263,0,1000.502,89.478,142.99,0.46,482.601,-97.996,-232.813,0.85,1.18
15557,IT,31/03/2020,2019,4,2018.741,2856.534,0,1203.493,89.158,154.1,0.75,565.436,-160.885,-285.992,0.35,1.2
15558,IT,30/06/2020,2020,1,1772.618,2530.338,0,1018.891,89.294,99.57,0.83,55.749,-24.536,-68.49,0.81,1.2
15559,IT,30/09/2020,2020,2,1767.185,2539.322,0,973.135,89.353,121.33,0.61,398.917,-45.865,-275.753,0.53,0.91
15560,IT,31/12/2020,2020,3,1865.404,2521.562,0,994.618,89.408,124.95,0.19,642.83,-60.845,-318.025,0.82,1.59
15630,ADBE,31/05/2017,2017,1,5755.562,2954.069,0,1681.646,495.13,118.34,0.8,730.37,-338.882,-331.495,0.95,1.02
15631,ADBE,31/08/2017,2017,2,6052.197,3047.896,0,1772.19,493.324,141.86,0.75,1375.197,-426.429,-645.927,1.01,1.1
15632,ADBE,30/11/2017,2017,3,6581.057,3216.144,0,1841.074,492.874,155.16,0.84,2079.633,-463.243,-864.226,1.16,1.26
15633,ADBE,28/02/2018,2017,4,7247.813,3527.457,0,2006.595,491.262,181.47,1,2912.853,-442.877,-1183.735,1.44,1.55
15634,ADBE,31/05/2018,2018,1,7480.814,3536.469,0,2078.947,492.88,209.13,1.17,989.601,-93.762,-541.273,1.54,1.66
15635,ADBE,31/08/2018,2018,2,7741.444,3728.956,0,2195.36,490.435,249.28,1.33,1966.007,-26.083,-1258.638,1.69,1.73
15636,ADBE,30/11/2018,2018,3,6300.913,3792.027,0,2291.076,489.007,263.51,1.34,2921.311,-1546.417,-1930.299,1.89,1.9
15637,ADBE,28/02/2019,2018,4,4857.039,4301.126,0,2464.625,487.663,250.89,1.37,4029.304,-4685.295,-5.568,1.62,1.65
15638,ADBE,31/05/2019,2019,1,5133.715,5313.736,0,2600.946,488.504,262.5,1.36,1013.448,-131.918,-783.912,1.78,1.83
15639,ADBE,31/08/2019,2019,2,5342.645,7687.097,0,2744.28,486.273,270.9,1.29,2122.776,-121.845,-1556.013,1.97,2.05
15640,ADBE,30/11/2019,2019,3,5750.096,7802.966,0,2834.126,484.903,284.51,1.61,3045.414,-287.175,-2180.384,2.26,2.29
15641,ADBE,29/02/2020,2019,4,6494.925,8190.938,0,2991.945,482.339,309.53,1.74,4421.813,-455.584,-2946.044,2.23,2.2
15642,ADBE,31/05/2020,2020,1,6455,5228,0,3091,483,345.12,1.96,1325,-48,-1233,2.33,2.45
15643,ADBE,31/08/2020,2020,2,6649,5164,0,3128,480,386.6,2.27,2509,32,-2134,2.41,2.57
15644,ADBE,30/11/2020,2020,3,7387,5130,0,3225,480,513.39,1.97,3945,-283,-2548,2.66,2.81
15645,ADBE,28/02/2021,2020,4,8146,5512,0,3424,479,478.47,4.64,5727,-414,-3488,2.78,3.14
15685,FISV,30/06/2017,2017,1,1615,1790,0,1394,212.9,115.31,1.13,463,-154,-301,0.62,0.595
15686,FISV,30/09/2017,2017,2,1632,1707,0,1386,210.8,122.34,1.02,691,-194,-498,0.65,0.635
15687,FISV,31/12/2017,2017,3,1870,1850,0,1400,208.8,128.96,1.08,1015,-575,-415,0.69,0.705
15688,FISV,31/03/2018,2017,4,1975,1938,0,1516,207.6,131.13,2.57,1502,-657,-820,0.73,0.76
15689,FISV,30/06/2018,2018,1,1768,1683,0,1440,411,71.31,1,372,381,-696,0.74,0.75
15690,FISV,30/09/2018,2018,2,1804,1655,0,1420,406.1,74.09,0.6,606,286,-869,0.77,0.75
15691,FISV,31/12/2018,2018,3,2338,2320,0,1412,401,82.38,0.55,974,193,-819,0.86,0.84
15692,FISV,31/03/2019,2018,4,2224,2010,0,1551,392.5,73.49,0.71,1545,-613,-842,0.82,0.84
15693,FISV,30/06/2019,2019,1,2275,2120,0,1502,392.3,88.28,0.56,373,-36,-300,0.81,0.82
15694,FISV,30/09/2019,2019,2,10209,2054,0,1512,392.9,91.16,0.56,579,-136,7583,1.01,1.02
15695,FISV,31/12/2019,2019,3,17991,16661,0,3128,680.8,103.59,0.33,1617,-16309,15351,1.14,1.13
15696,FISV,31/03/2020,2019,4,17046,15727,0,4045,679.9,115.63,0.36,2928,-16602,14191,1.02,0.99
15697,FISV,30/06/2020,2020,1,12933,12119,0,3769,674,94.99,0.57,888,264,-1134,0.93,0.93
15698,FISV,30/09/2020,2020,2,17482,16760,0,3465,669.4,97.62,0,1919,26,-1959,1.16,1.2
15699,FISV,31/12/2020,2020,3,14025,13263,0,3786,670.3,103.05,0.39,2961,-154,-2785,1.3,1.3
15770,CERN,30/06/2017,2017,1,1826.11,833.539,0,1260.486,330.352,58.85,0.52,303.585,-103.852,4.369,0.61,0.61
15771,CERN,30/09/2017,2017,2,2012.226,841.709,0,1291.994,331.552,66.47,0.53,595.828,-341.503,27.65,0.62,0.61
15772,CERN,31/12/2017,2017,3,2231.504,806.865,0,1276.007,332.312,71.32,0.52,958.765,-593.689,27.639,0.61,0.58
15773,CERN,31/03/2018,2017,4,2380.227,789.595,0,1313.785,332.461,67.39,1,1307.675,-1005.851,-110.984,0.58,0.58
15774,CERN,30/06/2018,2018,1,2365.215,802.942,0,1292.861,331.738,58,0.48,408.965,-211.498,-154.311,0.6,0.62
15775,CERN,30/09/2018,2018,2,2379.392,835.687,0,1367.727,328.964,59.79,0.51,708.666,-211.182,-350.28,0.63,0.63
15776,CERN,31/12/2018,2018,3,2386.81,907.025,0,1340.073,329.43,64.41,0.51,1047.12,-562.094,-345.704,0.63,0.63
15777,CERN,31/03/2019,2018,4,2318.804,962.69,0,1365.664,324.308,52.44,0.4,1454.009,-828.937,-609.787,0.61,0.61
15778,CERN,30/06/2019,2019,1,2423.806,940.624,0,1389.877,325.014,57.21,0.51,317.266,-183.655,-6.991,0.64,0.66
15779,CERN,30/09/2019,2019,2,2602.47,1031.366,0,1431.061,318.087,73.3,0.39,524.076,-291.287,95.148,0.66,0.66
15780,CERN,31/12/2019,2019,3,2213.078,1001.596,0.18,1429.428,313.918,68.17,0.26,875.524,-436.387,-312.805,0.74,0.75
15781,CERN,31/03/2020,2019,4,2096.624,1027.448,0.18,1442.232,310.911,73.39,0.49,1313.099,-640.408,-601.38,0.7,0.71
15782,CERN,30/06/2020,2020,1,1963.606,1018.486,0.18,1411.741,304.259,62.99,0.47,283.506,-136.611,-295.961,0.61,0.63
15783,CERN,30/09/2020,2020,2,2053.547,1006.802,0.18,1330.349,305.268,68.55,0.44,542.096,-385.046,-322.569,0.72,0.72
15784,CERN,31/12/2020,2020,3,2524.959,1101.576,0.18,1368.673,306.354,72.29,1.16,924.045,-596.825,-345.527,0.78,0.78
15831,CDNS,30/06/2017,2017,1,800.004,575.826,0,476.911,279.601,31.4,0.25,92.43,-14.736,-0.548,0.32,0.34
15832,CDNS,30/09/2017,2017,2,883.45,544.725,0,479.001,280.201,33.49,0.25,254.57,-27.299,-46.645,0.34,0.35
15833,CDNS,31/12/2017,2017,3,931.105,520.134,0,485.398,282.36,39.47,0.29,343.884,-30.697,-109.517,0.39,0.39
15834,CDNS,31/03/2018,2017,4,979.988,642.398,0,501.722,282.067,41.82,-0.05,470.74,-191.209,-70.147,0.37,0.4
15835,CDNS,30/06/2018,2018,1,1069.943,866.249,0,517.313,281.906,36.77,0.26,157.647,-13.128,-97.056,0.4,0.45
15836,CDNS,30/09/2018,2018,2,1129.054,870.115,0,518.391,282.808,43.31,0.27,362.913,-31.105,-193.361,0.41,0.49
15837,CDNS,31/12/2018,2018,3,888.381,541.321,0,532.468,282.142,45.32,0.35,472.867,-41.761,-560.332,0.47,0.52
15838,CDNS,31/03/2019,2018,4,951.092,708.982,0,569.85,280.015,43.48,0.35,604.751,-173.845,-567.939,0.49,0.54
15839,CDNS,30/06/2019,2019,1,917.947,631.439,0,576.742,281.03,63.51,0.43,185.414,-45.987,-134.078,0.53,0.57
15840,CDNS,30/09/2019,2019,2,979.241,610.183,0,580.419,280.153,70.81,0.38,431.774,-61.665,-268.963,0.51,0.54
15841,CDNS,31/12/2019,2019,3,1049.949,618.982,0,579.603,280.593,66.08,0.36,570.304,-78.63,-357.02,0.53,0.54
15842,CDNS,31/03/2020,2019,4,1169.343,672.391,0,599.555,279.855,69.36,2.36,729.6,-105.708,-443.886,0.54,0.6
15843,CDNS,30/06/2020,2020,1,1399.507,1012.429,0,617.957,279.187,66.04,0.44,217.719,-215.999,245.762,0.52,0.66
15844,CDNS,30/09/2020,2020,2,1639.783,1151.887,0,638.418,278.794,95.96,0.47,562.843,-238.653,164.974,0.61,0.7
15845,CDNS,31/12/2020,2020,3,1736.482,1117.889,0,666.607,278.931,106.63,0.58,769.4,-261.307,85.889,0.74,0.83
15915,CCL,31/05/2017,2017,1,1597,7465,0.35,3791,726,55.95,0.48,932,-474,-615,0.47,0.52
15916,CCL,31/08/2017,2017,2,1774,9058,0.35,3945,724,64.07,0.52,2849,-1934,-935,2.2,2.29
15917,CCL,30/11/2017,2017,3,1661,7969,0.4,5515,721,69.48,1.83,4298,-2419,-2004,0.51,0.63
15918,CCL,28/02/2018,2017,4,1596,8800,0.4,4259,718,65.64,0.76,5322,-3089,-2452,0.43,0.52
15919,CCL,31/05/2018,2018,1,1667,8851,0.45,4232,716,66.91,0.54,1065,-591,-428,0.59,0.68
15920,CCL,31/08/2018,2018,2,2278,9308,0.45,4357,711,62.28,0.78,3087,-2092,-339,2.31,2.36
15921,CCL,30/11/2018,2018,3,1755,8020,0.5,5836,700,61.49,2.41,4436,-2606,-1707,0.69,0.7
15922,CCL,28/02/2019,2018,4,2225,9204,0.5,4456,696,60.29,0.71,5550,-3502,-1460,0.44,0.49
15923,CCL,31/05/2019,2019,1,2101,9642,0.5,4673,691,57.76,0.48,1115,-2059,612,0.62,0.66
15924,CCL,31/08/2019,2019,2,2835,10377,0.5,4838,690,51.19,0.65,3169,-2918,-26,2.53,2.63
15925,CCL,30/11/2019,2019,3,2712,8932,0.5,6533,687,44.08,2.58,4414,-3317,-912,0.5,0.62
15926,CCL,29/02/2020,2019,4,2059,9127,0.5,4781,684,45.08,0.61,5476,-5277,-655,0.44,0.22
15927,CCL,31/05/2020,2020,1,2885,10716,0.5,4789,685,33.46,-1.14,916,-1161,1089,-1.56,-3.3
15928,CCL,31/08/2020,2020,2,8221,11858,0.5,740,758,15.74,-6.07,-1804,-1256,9425,-2.17,-2.19
15929,CCL,30/11/2020,2020,3,9268,10184,0,32,857,16.48,-3.69,-4649,-1452,13699,-1.86,-2.02
15996,ABMD,30/09/2017,2017,1,350.915,59.005,0,132.468,44.081,143.3,0.82,36.294,-17.208,-14.434,0.38,0.54
15997,ABMD,31/12/2017,2017,2,370.17,63.358,0,132.823,44.201,168.6,0.54,79.451,-60.593,-13.294,0.5,0.7
15998,ABMD,31/03/2018,2017,3,422.198,75.353,0,154.022,44.272,187.41,0.29,136.147,-112.307,-11.688,0.64,0.8
15999,ABMD,30/06/2018,2017,4,494.271,84.682,0,174.436,44.375,290.99,0.8,192.546,-180.762,-9.137,0.82,1.95
16000,ABMD,30/09/2018,2018,1,497.297,76.678,0,180.01,44.876,409.05,1.95,46.631,34.767,-61.8,0.74,1.09
16001,ABMD,31/12/2018,2018,2,561.599,81.979,0,181.778,45.038,449.75,1.09,107.191,-14.883,-57.678,0.94,0.97
16002,ABMD,31/03/2019,2018,3,628.728,92.98,0,200.563,45.058,325.04,0.97,181.806,-80.701,-58.794,1.08,1.09
16003,ABMD,30/06/2019,2018,4,677.197,105.998,0,207.081,45.123,285.59,1.6,252.197,-116.455,-55.775,0.97,1.28
16004,ABMD,30/09/2019,2019,1,677.365,100.201,0,207.666,45.374,260.49,1.93,64.628,-45.937,-39.276,0.93,1.03
16005,ABMD,31/12/2019,2019,2,647.432,112.229,0,204.974,45.239,177.89,0.28,138.887,-38.011,-71.005,1.09,1.51
16006,ABMD,31/03/2020,2019,3,636.576,126.259,0,221.585,45.113,170.59,1.51,228.327,-135.416,-95.95,0.97,0.7
16007,ABMD,30/06/2020,2019,4,635.863,131.885,0,206.658,45.009,145.16,0.7,314.92,-125.455,-117.715,0.29,0.98
16008,ABMD,30/09/2020,2020,1,619.689,110.379,0,164.85,45.045,241.56,0.98,31.759,13.756,-20.157,0.92,1.36
16009,ABMD,31/12/2020,2020,2,716.621,105.213,0,209.764,45.19,277.06,1.36,108.968,-81.314,-14.711,1.13,1.35
16080,TIF,31/07/2017,2017,1,3594.5,582.5,0.45,899.6,124.649,91.65,0.74,113.7,-96.3,-105.6,0.87,0.92
16081,TIF,31/10/2017,2017,2,3722,647.8,0.5,959.7,124.512,95.51,0.92,286.9,-245.1,-149.7,0.76,0.8
16082,TIF,31/01/2018,2017,3,3778.2,694.3,0.5,976.1,124.277,93.62,0.8,431.2,-244,-280.9,1.64,1.67
16083,TIF,30/04/2018,2017,4,3983.3,724.8,0.5,1334.4,124.5,106.65,0.5,932.2,-481.1,-421.1,0.83,1.14
16084,TIF,31/07/2018,2018,1,3980.2,684.3,0.5,1033.2,124.241,102.83,1.14,99.8,54.9,-126,1.01,1.17
16085,TIF,31/10/2018,2018,2,3689.3,610.3,0.55,1075.9,122.411,137.56,1.17,91.1,140,-449.1,0.77,0.77
16086,TIF,31/01/2019,2018,3,3608.5,615.5,0.55,1012.4,121.897,111.3,0.77,157.2,115.1,-603.5,1.61,1.6
16087,TIF,30/04/2019,2018,4,3759.5,718.1,0.55,1320.6,121.5,88.73,1.67,531.8,-29.9,-674.3,1.02,1.03
16088,TIF,31/07/2019,2019,1,3642.8,873.7,0.55,1003.1,121.407,107.82,1.03,31.1,-52.1,-69.1,1.05,1.12
16089,TIF,31/10/2019,2019,2,3673.7,871.1,0.58,1048.5,120.799,93.92,1.12,153.9,-101.9,-203.1,0.86,0.65
16090,TIF,31/01/2020,2019,3,3600.8,877.2,0.58,1014.5,119.943,124.51,0.65,263.7,-174.1,-392.9,1.77,1.8
16091,TIF,30/04/2020,2019,4,3875.5,970.4,0.58,1357.9,121.2,134.02,1.66,670.9,-279.3,-307.9,0.39,-0.53
16092,TIF,31/07/2020,2020,1,4031.6,1256.4,0.58,555.5,121.347,126.5,-0.53,-217.6,-47.8,434,0.19,0.32
16093,TIF,31/10/2020,2020,2,4065.1,1277.6,0.58,747.1,121.369,125.36,0.26,-13.3,-108.6,300.2,0.66,1.11
16163,XRAY,30/06/2017,2017,1,1720.6,747.5,0.0775,900.5,229.9,62.44,0.26,82.5,-41.1,-67.6,0.65,0.65
16164,XRAY,30/09/2017,2017,2,1765.7,753.7,0.0875,992.7,229.3,64.84,-4.58,208.7,-191.9,-146.5,0.65,0.7
16165,XRAY,31/12/2017,2017,3,1972.4,848.4,0.0875,1009.2,229.6,59.81,0.39,373,-235.8,-168.6,0.81,0.82
16166,XRAY,31/03/2018,2017,4,2002.5,954.5,0.0875,1091,226.8,65.83,-2.85,601.9,-286.4,-400.8,0.43,0.45
16167,XRAY,30/06/2018,2018,1,2000.5,895.4,0.0875,956.1,227.4,50.31,0.35,55.1,-45.2,-19.4,0.59,0.6
16168,XRAY,30/09/2018,2018,2,1892.4,1117.7,0.0875,1042.1,222.2,43.77,-4.98,172,-159.5,-88.8,0.46,0.38
16169,XRAY,31/12/2018,2018,3,1902.8,1080.1,0.0875,928.4,222.5,37.74,0.13,297.6,-205,-171.2,0.54,0.58
16170,XRAY,31/03/2019,2018,4,1888,1013.3,0.0875,1059.7,223,37.21,0.01,499.8,-253.3,-249.8,0.39,0.49
16171,XRAY,30/06/2019,2019,1,1795.6,870.6,0.0875,946.2,223.8,49.59,0.17,29.3,-12.7,-99.2,0.63,0.66
16172,XRAY,30/09/2019,2019,2,1828.3,880.8,0.0875,1009.4,224.1,58.36,0.16,174.4,-24.5,-209.5,0.5,0.57
16173,XRAY,31/12/2019,2019,3,1811.3,868.9,0.0875,962.1,222.3,53.31,0.38,333.5,-39.7,-370.3,0.75,0.73
16174,XRAY,31/03/2020,2019,4,1999.9,995.5,0.1,1111.5,221.3,56.59,0.46,632.8,-68.4,-466.1,0.39,0.43
16175,XRAY,30/06/2020,2020,1,1805.2,891.5,0.1,881,219.1,38.83,-0.61,-10.7,-15.5,-129.9,-0.02,-0.18
16176,XRAY,30/09/2020,2020,2,2362.9,763,0.1,499,218.4,44.06,-0.42,164.4,19.4,528.2,0.29,0.67
16177,XRAY,31/12/2020,2020,3,2579.6,1178.2,0.1,883,218.5,43.73,0.22,371.5,-4.4,504.3,0.65,0.87
16194,ZTS,30/06/2017,2017,1,3383,1730,0.105,1238,491.328,53.37,0.48,119,-48,-176,0.53,0.53
16195,ZTS,30/09/2017,2017,2,3584,1784,0.105,1274,489.66,62.38,0.5,299,-88,-240,0.62,0.65
16196,ZTS,31/12/2017,2017,3,4894,1746,0.105,1354,487.832,63.76,0.61,738,-216,716,0.66,0.69
16197,ZTS,31/03/2018,2017,4,4217,1094,0.105,1453,486.13,72.04,0.16,1346,-270,-251,0.69,0.75
16198,ZTS,30/06/2018,2018,1,4267,1000,0.126,1373,484.724,83.51,0.72,389,-45,-262,0.71,0.77
16199,ZTS,30/09/2018,2018,2,4239,967,0.126,1421,482.29,85.19,0.79,656,-121,-533,0.77,0.83
16200,ZTS,31/12/2018,2018,3,4076,1003,0.126,1485,480.98,91.56,0.71,1206,-2185,730,0.77,0.79
16201,ZTS,31/03/2019,2018,4,4399,1223,0.126,1574,479.562,85.54,0.71,1790,-2259,533,0.79,0.88
16202,ZTS,30/06/2019,2019,1,4379,1082,0.164,1460,479.026,100.67,0.65,389,-23,-243,0.82,0.9
16203,ZTS,30/09/2019,2019,2,4484,1075,0.164,1550,477.821,113.49,0.77,707,-82,-469,0.88,0.94
16204,ZTS,31/12/2019,2019,3,4618,1052,0.164,1588,476.746,124.59,0.9,1213,-291,-701,0.88,0.92
16205,ZTS,31/03/2020,2019,4,4748,1806,0.164,1678,475.528,132.35,0.8,1795,-504,-951,0.86,0.95
16206,ZTS,30/06/2020,2020,1,4772,1721,0.2,1535,474.865,117.69,0.88,408,-57,-328,0.63,0.89
16207,ZTS,30/09/2020,2020,2,6285,1811,0.2,1553,474.999,137.04,0.79,846,-221,813,0.91,1.1
16208,ZTS,31/12/2020,2020,3,6757,2400,0.2,1789,475.243,165.37,1,1408,-395,720,0.86,0.91
16278,FAST,30/06/2017,2017,1,1810.7,369.6,0.32,1047.7,289.264,51.5,0.46,210.4,-75.1,-114.7,0.25,0.26
16279,FAST,30/09/2017,2017,2,1872.9,342.3,0.32,1121.5,287.978,43.53,0.52,293.3,-109.7,-183.5,0.25,0.25
16280,FAST,31/12/2017,2017,3,1930.2,360.4,0.32,1132.8,287.383,45.58,0.5,455.9,-138.2,-301.2,0.23,0.225
16281,FAST,31/03/2018,2017,4,1935.7,351,0.32,1088.5,287.592,54.69,0.53,585.2,-179.3,-407.2,0.3,0.305
16282,FAST,30/06/2018,2018,1,2060.3,403,0.37,1185.8,287.687,54.59,0.61,159.7,-28.9,-112.6,0.33,0.295
